timestamp,address,city,total_demand,outside_temperature_c,is_weekend,is_holiday,peak_hour_flag
2/10/2022 22:32,"645 Bonifacio St., Brgy. Concepcion",Malabon,41.3,34.8,TRUE,TRUE,FALSE
11/28/2022 13:34,"682 Kalayaan St., Brgy. San Antonio",Pasig,64.4,40.0,FALSE,FALSE,FALSE
12/1/2022 22:01,"719 Masikap St., Brgy. Grace Park",Caloocan,73.3,42.0,FALSE,FALSE,TRUE
11/10/2022 16:00,"756 Sampaguita St., Brgy. San Roque",Navotas,35.6,33.5,FALSE,TRUE,FALSE
8/16/2022 1:14,"793 Masikap St., Brgy. San Roque",Pateros,88.0,45.3,FALSE,FALSE,TRUE
7/6/2022 5:23,"830 Maligaya St., Brgy. Plainview",Mandaluyong,67.6,40.7,FALSE,TRUE,TRUE
11/21/2022 20:35,"867 Molave St., Brgy. Addition Hills",San Juan,99.1,47.8,TRUE,TRUE,TRUE
4/6/2022 15:22,"904 Narra St., Brgy. Pulang Lupa",Las Piñas,32.0,32.7,TRUE,FALSE,FALSE
7/26/2022 15:36,"941 Dahlia St., Brgy. Don Bosco",Parañaque,69.3,41.1,TRUE,TRUE,TRUE
8/3/2022 10:39,"978 Rizal St., Brgy. Malate",Manila,37.3,33.9,FALSE,FALSE,FALSE
12/26/2022 22:14,"26 Acacia St., Brgy. Concepcion Uno",Marikina,20.9,30.2,TRUE,TRUE,FALSE
5/11/2022 1:13,"63 Rizal St., Brgy. Fort Bonifacio",Taguig,59.1,38.8,FALSE,TRUE,FALSE
9/15/2022 12:39,"100 Mabini St., Brgy. Bel-Air",Makati,20.4,30.1,FALSE,FALSE,FALSE
12/24/2022 14:44,"137 Maharlika St., Brgy. San Isidro",Pasay,41.3,34.8,TRUE,FALSE,FALSE
6/2/2022 12:51,"174 Kalayaan St., Brgy. Tandang Sora",Quezon City,20.4,30.1,TRUE,TRUE,FALSE
12/16/2022 15:28,"211 Bonifacio St., Brgy. Tunasan",Muntinlupa,64.4,40.0,TRUE,FALSE,FALSE
11/24/2022 14:50,"248 Kalayaan St., Brgy. Karuhatan",Valenzuela,20.4,30.1,FALSE,TRUE,FALSE
1/3/2022 15:05,"285 Masikap St., Brgy. Potrero",Malabon,89.8,45.7,FALSE,TRUE,TRUE
1/11/2022 4:03,"322 Sampaguita St., Brgy. Kapitolyo",Pasig,56.0,38.1,TRUE,TRUE,FALSE
3/10/2022 1:19,"359 Molave St., Brgy. Bagong Silang",Caloocan,64.4,40.0,FALSE,FALSE,FALSE
4/6/2022 0:39,"396 Maligaya St., Brgy. Tanza",Navotas,77.8,43.0,TRUE,TRUE,TRUE
7/21/2022 9:52,"433 Molave St., Brgy. Aguho",Pateros,46.2,35.9,FALSE,TRUE,FALSE
9/5/2022 3:35,"470 Narra St., Brgy. Hulo",Mandaluyong,82.2,44.0,TRUE,TRUE,TRUE
2/4/2022 10:25,"507 Dahlia St., Brgy. Balong-Bato",San Juan,90.7,45.9,FALSE,FALSE,TRUE
2/19/2022 21:42,"544 Rizal St., Brgy. Almanza",Las Piñas,43.6,35.3,TRUE,TRUE,FALSE
8/16/2022 22:34,"581 Acacia St., Brgy. BF Homes",Parañaque,25.8,31.3,FALSE,TRUE,FALSE
10/17/2022 10:06,"618 Maharlika St., Brgy. Ermita",Manila,23.6,30.8,TRUE,TRUE,FALSE
8/31/2022 11:24,"655 Mabini St., Brgy. Sto. Niño",Marikina,54.7,37.8,FALSE,TRUE,FALSE
6/19/2022 19:34,"692 Maharlika St., Brgy. Ususan",Taguig,20.4,30.1,TRUE,FALSE,FALSE
1/1/2022 2:22,"729 Kalayaan St., Brgy. San Antonio",Makati,40.9,34.7,FALSE,FALSE,FALSE
6/5/2022 11:14,"766 Bonifacio St., Brgy. Maricaban",Pasay,22.7,30.6,TRUE,TRUE,FALSE
2/15/2022 17:31,"803 Sampaguita St., Brgy. Diliman",Quezon City,25.8,31.3,TRUE,TRUE,FALSE
10/8/2022 4:50,"840 Masikap St., Brgy. Alabang",Muntinlupa,80.9,43.7,FALSE,TRUE,TRUE
11/5/2022 10:32,"877 Sampaguita St., Brgy. Malinta",Valenzuela,76.9,42.8,TRUE,FALSE,TRUE
4/11/2022 15:36,"914 Molave St., Brgy. Longos",Malabon,34.7,33.3,FALSE,TRUE,FALSE
5/6/2022 13:29,"951 Maligaya St., Brgy. Ugong",Pasig,29.8,32.2,TRUE,FALSE,FALSE
8/14/2022 0:13,"988 Dahlia St., Brgy. Camarin",Caloocan,35.6,33.5,FALSE,TRUE,FALSE
12/23/2022 1:08,"36 Narra St., Brgy. Daanghari",Navotas,95.6,47.0,FALSE,FALSE,TRUE
1/15/2022 3:59,"73 Dahlia St., Brgy. Sta. Ana",Pateros,24.4,31.0,FALSE,FALSE,FALSE
5/2/2022 3:39,"110 Rizal St., Brgy. Highway Hills",Mandaluyong,82.2,44.0,TRUE,TRUE,TRUE
6/7/2022 14:56,"147 Acacia St., Brgy. Greenhills",San Juan,31.6,32.6,FALSE,FALSE,FALSE
11/11/2022 13:41,"184 Maharlika St., Brgy. Talon Uno",Las Piñas,46.2,35.9,TRUE,TRUE,FALSE
1/18/2022 17:59,"221 Mabini St., Brgy. Baclaran",Parañaque,37.8,34.0,TRUE,FALSE,FALSE
9/10/2022 6:48,"258 Bonifacio St., Brgy. Sampaloc",Manila,21.8,30.4,FALSE,FALSE,FALSE
8/18/2022 18:18,"295 Kalayaan St., Brgy. Parang",Marikina,70.2,41.3,FALSE,FALSE,TRUE
1/28/2022 7:13,"332 Bonifacio St., Brgy. Western Bicutan",Taguig,44.9,35.6,FALSE,TRUE,FALSE
8/16/2022 20:24,"369 Sampaguita St., Brgy. Poblacion",Makati,41.3,34.8,TRUE,TRUE,FALSE
3/22/2022 9:18,"406 Masikap St., Brgy. Malibay",Pasay,73.3,42.0,TRUE,TRUE,TRUE
10/28/2022 14:22,"443 Maligaya St., Brgy. Cubao",Quezon City,56.0,38.1,FALSE,TRUE,FALSE
11/16/2022 22:28,"480 Molave St., Brgy. Putatan",Muntinlupa,85.3,44.7,FALSE,TRUE,TRUE
3/10/2022 15:08,"517 Maligaya St., Brgy. Marulas",Valenzuela,78.7,43.2,FALSE,TRUE,TRUE
10/25/2022 16:04,"554 Dahlia St., Brgy. Concepcion",Malabon,70.2,41.3,TRUE,TRUE,TRUE
11/25/2022 4:05,"591 Narra St., Brgy. San Antonio",Pasig,72.0,41.7,TRUE,FALSE,TRUE
12/16/2022 2:06,"628 Acacia St., Brgy. Grace Park",Caloocan,38.7,34.2,TRUE,TRUE,FALSE
10/2/2022 12:22,"665 Rizal St., Brgy. San Roque",Navotas,25.8,31.3,TRUE,TRUE,FALSE
4/3/2022 16:27,"702 Acacia St., Brgy. San Roque",Pateros,23.6,30.8,TRUE,FALSE,FALSE
7/30/2022 17:35,"739 Maharlika St., Brgy. Plainview",Mandaluyong,64.0,39.9,FALSE,TRUE,FALSE
11/27/2022 3:23,"776 Mabini St., Brgy. Addition Hills",San Juan,53.8,37.6,TRUE,FALSE,FALSE
7/22/2022 17:03,"813 Bonifacio St., Brgy. Pulang Lupa",Las Piñas,89.8,45.7,FALSE,TRUE,TRUE
12/13/2022 2:18,"850 Kalayaan St., Brgy. Don Bosco",Parañaque,46.2,35.9,TRUE,TRUE,FALSE
12/13/2022 22:56,"887 Masikap St., Brgy. Malate",Manila,69.3,41.1,FALSE,FALSE,TRUE
3/22/2022 18:31,"924 Sampaguita St., Brgy. Concepcion Uno",Marikina,44.9,35.6,FALSE,FALSE,FALSE
1/6/2022 13:30,"961 Masikap St., Brgy. Fort Bonifacio",Taguig,56.9,38.3,TRUE,TRUE,FALSE
12/7/2022 14:01,"998 Maligaya St., Brgy. Bel-Air",Makati,47.6,36.2,FALSE,FALSE,FALSE
3/8/2022 23:58,"46 Molave St., Brgy. San Isidro",Pasay,99.1,47.8,FALSE,TRUE,TRUE
2/27/2022 0:53,"83 Narra St., Brgy. Tandang Sora",Quezon City,88.9,45.5,TRUE,FALSE,TRUE
12/29/2022 0:19,"120 Dahlia St., Brgy. Tunasan",Muntinlupa,20.9,30.2,FALSE,FALSE,FALSE
2/9/2022 5:42,"157 Narra St., Brgy. Karuhatan",Valenzuela,43.6,35.3,TRUE,TRUE,FALSE
9/5/2022 17:41,"194 Acacia St., Brgy. Potrero",Malabon,40.9,34.7,TRUE,TRUE,FALSE
9/23/2022 16:16,"231 Rizal St., Brgy. Kapitolyo",Pasig,24.4,31.0,FALSE,TRUE,FALSE
12/22/2022 2:32,"268 Mabini St., Brgy. Bagong Silang",Caloocan,22.7,30.6,FALSE,FALSE,FALSE
7/9/2022 19:32,"305 Maharlika St., Brgy. Tanza",Navotas,95.6,47.0,TRUE,FALSE,TRUE
4/7/2022 4:36,"342 Mabini St., Brgy. Aguho",Pateros,56.9,38.3,TRUE,TRUE,FALSE
5/25/2022 18:17,"379 Bonifacio St., Brgy. Hulo",Mandaluyong,34.2,33.2,TRUE,TRUE,FALSE
7/26/2022 3:13,"416 Kalayaan St., Brgy. Balong-Bato",San Juan,33.8,33.1,TRUE,FALSE,FALSE
1/31/2022 23:11,"453 Masikap St., Brgy. Almanza",Las Piñas,39.6,34.4,TRUE,FALSE,FALSE
10/29/2022 23:28,"490 Sampaguita St., Brgy. BF Homes",Parañaque,50.2,36.8,TRUE,TRUE,FALSE
8/11/2022 5:37,"527 Molave St., Brgy. Ermita",Manila,28.0,31.8,TRUE,FALSE,FALSE
3/25/2022 23:17,"564 Maligaya St., Brgy. Sto. Niño",Marikina,28.0,31.8,FALSE,FALSE,FALSE
11/19/2022 7:17,"601 Molave St., Brgy. Ususan",Taguig,71.1,41.5,FALSE,FALSE,TRUE
10/22/2022 23:38,"638 Narra St., Brgy. San Antonio",Makati,58.2,38.6,FALSE,TRUE,FALSE
12/22/2022 5:39,"675 Dahlia St., Brgy. Maricaban",Pasay,66.2,40.4,TRUE,FALSE,TRUE
5/24/2022 11:11,"712 Rizal St., Brgy. Diliman",Quezon City,99.1,47.8,TRUE,FALSE,TRUE
6/26/2022 9:20,"749 Acacia St., Brgy. Alabang",Muntinlupa,22.2,30.5,TRUE,TRUE,FALSE
2/16/2022 3:55,"786 Rizal St., Brgy. Malinta",Valenzuela,46.2,35.9,TRUE,TRUE,FALSE
1/30/2022 7:07,"823 Mabini St., Brgy. Longos",Malabon,82.7,44.1,FALSE,TRUE,TRUE
12/12/2022 3:10,"860 Maharlika St., Brgy. Ugong",Pasig,34.7,33.3,TRUE,FALSE,FALSE
6/6/2022 17:55,"897 Kalayaan St., Brgy. Camarin",Caloocan,72.9,41.9,FALSE,FALSE,TRUE
6/10/2022 14:56,"934 Bonifacio St., Brgy. Daanghari",Navotas,60.4,39.1,TRUE,FALSE,FALSE
9/5/2022 13:35,"971 Kalayaan St., Brgy. Sta. Ana",Pateros,20.9,30.2,TRUE,FALSE,FALSE
11/15/2022 12:22,"19 Masikap St., Brgy. Highway Hills",Mandaluyong,22.7,30.6,TRUE,TRUE,FALSE
9/29/2022 10:50,"56 Sampaguita St., Brgy. Greenhills",San Juan,37.8,34.0,FALSE,FALSE,FALSE
7/1/2022 16:09,"93 Molave St., Brgy. Talon Uno",Las Piñas,28.4,31.9,FALSE,FALSE,FALSE
11/28/2022 7:48,"130 Maligaya St., Brgy. Baclaran",Parañaque,76.9,42.8,TRUE,FALSE,TRUE
10/26/2022 4:24,"167 Dahlia St., Brgy. Sampaloc",Manila,56.9,38.3,FALSE,TRUE,FALSE
8/4/2022 19:14,"204 Narra St., Brgy. Parang",Marikina,39.1,34.3,TRUE,FALSE,FALSE
6/27/2022 16:39,"241 Dahlia St., Brgy. Western Bicutan",Taguig,76.9,42.8,FALSE,TRUE,TRUE
8/8/2022 1:53,"278 Rizal St., Brgy. Poblacion",Makati,40.4,34.6,FALSE,TRUE,FALSE
11/11/2022 11:09,"315 Acacia St., Brgy. Malibay",Pasay,42.2,35.0,TRUE,FALSE,FALSE
7/19/2022 17:21,"352 Maharlika St., Brgy. Cubao",Quezon City,60.0,39.0,FALSE,TRUE,FALSE
8/12/2022 14:18,"389 Mabini St., Brgy. Putatan",Muntinlupa,39.6,34.4,FALSE,TRUE,FALSE
7/23/2022 9:06,"426 Maharlika St., Brgy. Marulas",Valenzuela,59.1,38.8,TRUE,FALSE,FALSE
9/16/2022 9:09,"463 Kalayaan St., Brgy. Concepcion",Malabon,32.0,32.7,FALSE,TRUE,FALSE
2/2/2022 8:36,"500 Bonifacio St., Brgy. San Antonio",Pasig,29.8,32.2,TRUE,FALSE,FALSE
11/14/2022 2:35,"537 Sampaguita St., Brgy. Grace Park",Caloocan,39.6,34.4,TRUE,FALSE,FALSE
5/2/2022 18:56,"574 Masikap St., Brgy. San Roque",Navotas,28.0,31.8,FALSE,FALSE,FALSE
2/23/2022 4:21,"611 Sampaguita St., Brgy. San Roque",Pateros,90.7,45.9,FALSE,FALSE,TRUE
7/9/2022 5:33,"648 Molave St., Brgy. Plainview",Mandaluyong,85.3,44.7,TRUE,FALSE,TRUE
2/11/2022 6:40,"685 Maligaya St., Brgy. Addition Hills",San Juan,28.4,31.9,TRUE,FALSE,FALSE
3/7/2022 5:44,"722 Dahlia St., Brgy. Pulang Lupa",Las Piñas,71.1,41.5,TRUE,TRUE,TRUE
4/28/2022 7:01,"759 Narra St., Brgy. Don Bosco",Parañaque,85.3,44.7,TRUE,FALSE,TRUE
11/5/2022 19:18,"796 Acacia St., Brgy. Malate",Manila,39.1,34.3,TRUE,TRUE,FALSE
1/7/2022 13:59,"833 Rizal St., Brgy. Concepcion Uno",Marikina,93.3,46.5,TRUE,FALSE,TRUE
5/13/2022 13:27,"870 Acacia St., Brgy. Fort Bonifacio",Taguig,64.4,40.0,TRUE,FALSE,FALSE
6/23/2022 3:11,"907 Maharlika St., Brgy. Bel-Air",Makati,99.1,47.8,TRUE,TRUE,TRUE
6/13/2022 13:50,"944 Mabini St., Brgy. San Isidro",Pasay,64.0,39.9,TRUE,FALSE,FALSE
11/28/2022 21:30,"981 Bonifacio St., Brgy. Tandang Sora",Quezon City,58.2,38.6,TRUE,FALSE,FALSE
5/14/2022 21:50,"29 Kalayaan St., Brgy. Tunasan",Muntinlupa,46.7,36.0,FALSE,FALSE,FALSE
11/23/2022 2:38,"66 Bonifacio St., Brgy. Karuhatan",Valenzuela,25.8,31.3,FALSE,TRUE,FALSE
11/25/2022 8:26,"103 Sampaguita St., Brgy. Potrero",Malabon,74.2,42.2,FALSE,FALSE,TRUE
7/1/2022 0:08,"140 Masikap St., Brgy. Kapitolyo",Pasig,26.2,31.4,FALSE,FALSE,FALSE
5/30/2022 5:56,"177 Maligaya St., Brgy. Bagong Silang",Caloocan,64.4,40.0,FALSE,TRUE,FALSE
5/10/2022 10:54,"214 Molave St., Brgy. Tanza",Navotas,26.2,31.4,FALSE,FALSE,FALSE
11/4/2022 20:40,"251 Maligaya St., Brgy. Aguho",Pateros,89.8,45.7,TRUE,FALSE,TRUE
7/1/2022 19:23,"288 Dahlia St., Brgy. Hulo",Mandaluyong,97.3,47.4,TRUE,TRUE,TRUE
8/2/2022 7:00,"325 Narra St., Brgy. Balong-Bato",San Juan,88.0,45.3,FALSE,FALSE,TRUE
6/26/2022 21:23,"362 Acacia St., Brgy. Almanza",Las Piñas,48.4,36.4,TRUE,FALSE,FALSE
2/24/2022 22:10,"399 Rizal St., Brgy. BF Homes",Parañaque,83.6,44.3,FALSE,FALSE,TRUE
5/30/2022 14:34,"436 Mabini St., Brgy. Ermita",Manila,33.3,33.0,TRUE,FALSE,FALSE
8/3/2022 6:21,"473 Maharlika St., Brgy. Sto. Niño",Marikina,20.4,30.1,TRUE,TRUE,FALSE
4/27/2022 18:05,"510 Mabini St., Brgy. Ususan",Taguig,44.0,35.4,TRUE,FALSE,FALSE
2/8/2022 8:03,"547 Bonifacio St., Brgy. San Antonio",Makati,60.0,39.0,TRUE,TRUE,FALSE
12/9/2022 13:47,"584 Kalayaan St., Brgy. Maricaban",Pasay,32.0,32.7,TRUE,TRUE,FALSE
12/6/2022 5:33,"621 Masikap St., Brgy. Diliman",Quezon City,47.6,36.2,TRUE,FALSE,FALSE
1/23/2022 5:43,"658 Sampaguita St., Brgy. Alabang",Muntinlupa,20.4,30.1,FALSE,FALSE,FALSE
11/28/2022 18:51,"695 Masikap St., Brgy. Malinta",Valenzuela,86.2,44.9,TRUE,TRUE,TRUE
12/8/2022 5:07,"732 Maligaya St., Brgy. Longos",Malabon,53.3,37.5,FALSE,TRUE,FALSE
12/19/2022 15:26,"769 Molave St., Brgy. Ugong",Pasig,89.8,45.7,FALSE,FALSE,TRUE
5/27/2022 18:09,"806 Narra St., Brgy. Camarin",Caloocan,68.4,40.9,TRUE,FALSE,TRUE
11/11/2022 10:03,"843 Dahlia St., Brgy. Daanghari",Navotas,36.0,33.6,TRUE,TRUE,FALSE
1/7/2022 17:13,"880 Narra St., Brgy. Sta. Ana",Pateros,93.3,46.5,TRUE,FALSE,TRUE
8/22/2022 5:28,"917 Acacia St., Brgy. Highway Hills",Mandaluyong,22.2,30.5,TRUE,FALSE,FALSE
3/30/2022 21:23,"954 Rizal St., Brgy. Greenhills",San Juan,93.3,46.5,FALSE,FALSE,TRUE
8/15/2022 4:21,"991 Mabini St., Brgy. Talon Uno",Las Piñas,97.3,47.4,FALSE,FALSE,TRUE
10/27/2022 12:56,"39 Maharlika St., Brgy. Baclaran",Parañaque,28.4,31.9,TRUE,FALSE,FALSE
12/6/2022 20:12,"76 Kalayaan St., Brgy. Sampaloc",Manila,61.3,39.3,TRUE,FALSE,FALSE
12/23/2022 2:31,"113 Bonifacio St., Brgy. Parang",Marikina,71.1,41.5,FALSE,TRUE,TRUE
5/29/2022 12:36,"150 Kalayaan St., Brgy. Western Bicutan",Taguig,36.4,33.7,TRUE,TRUE,FALSE
5/22/2022 9:32,"187 Masikap St., Brgy. Poblacion",Makati,41.3,34.8,TRUE,FALSE,FALSE
4/30/2022 11:31,"224 Sampaguita St., Brgy. Malibay",Pasay,44.0,35.4,TRUE,TRUE,FALSE
9/13/2022 18:37,"261 Molave St., Brgy. Cubao",Quezon City,52.4,37.3,FALSE,FALSE,FALSE
9/22/2022 23:54,"298 Maligaya St., Brgy. Putatan",Muntinlupa,29.3,32.1,TRUE,FALSE,FALSE
1/1/2022 11:41,"335 Molave St., Brgy. Marulas",Valenzuela,21.8,30.4,FALSE,FALSE,FALSE
9/12/2022 22:46,"372 Narra St., Brgy. Concepcion",Malabon,52.4,37.3,FALSE,FALSE,FALSE
10/17/2022 15:19,"409 Dahlia St., Brgy. San Antonio",Pasig,99.1,47.8,FALSE,TRUE,TRUE
5/19/2022 7:24,"446 Rizal St., Brgy. Grace Park",Caloocan,86.2,44.9,FALSE,TRUE,TRUE
4/13/2022 15:13,"483 Acacia St., Brgy. San Roque",Navotas,56.9,38.3,TRUE,TRUE,FALSE
8/24/2022 2:09,"520 Rizal St., Brgy. San Roque",Pateros,90.7,45.9,FALSE,TRUE,TRUE
3/27/2022 1:54,"557 Mabini St., Brgy. Plainview",Mandaluyong,26.2,31.4,FALSE,TRUE,FALSE
11/30/2022 3:23,"594 Maharlika St., Brgy. Addition Hills",San Juan,76.9,42.8,FALSE,TRUE,TRUE
3/7/2022 6:24,"631 Kalayaan St., Brgy. Pulang Lupa",Las Piñas,34.2,33.2,TRUE,FALSE,FALSE
1/24/2022 21:40,"668 Bonifacio St., Brgy. Don Bosco",Parañaque,44.0,35.4,FALSE,FALSE,FALSE
5/1/2022 6:41,"705 Sampaguita St., Brgy. Malate",Manila,91.6,46.1,FALSE,TRUE,TRUE
3/28/2022 23:19,"742 Masikap St., Brgy. Concepcion Uno",Marikina,25.3,31.2,FALSE,FALSE,FALSE
2/18/2022 5:00,"779 Sampaguita St., Brgy. Fort Bonifacio",Taguig,36.4,33.7,FALSE,TRUE,FALSE
11/18/2022 15:14,"816 Molave St., Brgy. Bel-Air",Makati,65.3,40.2,TRUE,FALSE,TRUE
4/15/2022 19:03,"853 Maligaya St., Brgy. San Isidro",Pasay,60.0,39.0,FALSE,FALSE,FALSE
4/28/2022 3:09,"890 Dahlia St., Brgy. Tandang Sora",Quezon City,76.0,42.6,TRUE,FALSE,TRUE
10/22/2022 11:26,"927 Narra St., Brgy. Tunasan",Muntinlupa,20.4,30.1,TRUE,FALSE,FALSE
3/26/2022 10:24,"964 Dahlia St., Brgy. Karuhatan",Valenzuela,28.4,31.9,FALSE,TRUE,FALSE
5/28/2022 10:35,"12 Rizal St., Brgy. Potrero",Malabon,58.2,38.6,TRUE,FALSE,FALSE
8/7/2022 1:59,"49 Acacia St., Brgy. Kapitolyo",Pasig,40.9,34.7,TRUE,TRUE,FALSE
6/10/2022 10:04,"86 Maharlika St., Brgy. Bagong Silang",Caloocan,76.9,42.8,FALSE,TRUE,TRUE
10/13/2022 13:03,"123 Mabini St., Brgy. Tanza",Navotas,63.1,39.7,TRUE,TRUE,FALSE
8/30/2022 10:31,"160 Maharlika St., Brgy. Aguho",Pateros,27.1,31.6,TRUE,TRUE,FALSE
10/31/2022 0:35,"197 Kalayaan St., Brgy. Hulo",Mandaluyong,85.3,44.7,FALSE,TRUE,TRUE
3/3/2022 9:32,"234 Bonifacio St., Brgy. Balong-Bato",San Juan,50.2,36.8,FALSE,FALSE,FALSE
9/30/2022 1:11,"271 Sampaguita St., Brgy. Almanza",Las Piñas,67.1,40.6,TRUE,FALSE,TRUE
7/2/2022 9:41,"308 Masikap St., Brgy. BF Homes",Parañaque,99.1,47.8,FALSE,FALSE,TRUE
5/10/2022 7:57,"345 Maligaya St., Brgy. Ermita",Manila,95.6,47.0,TRUE,FALSE,TRUE
8/9/2022 15:23,"382 Molave St., Brgy. Sto. Niño",Marikina,96.4,47.2,TRUE,TRUE,TRUE
7/24/2022 11:37,"419 Maligaya St., Brgy. Ususan",Taguig,72.0,41.7,FALSE,FALSE,TRUE
3/12/2022 2:23,"456 Dahlia St., Brgy. San Antonio",Makati,67.6,40.7,TRUE,TRUE,TRUE
2/25/2022 16:42,"493 Narra St., Brgy. Maricaban",Pasay,89.8,45.7,TRUE,FALSE,TRUE
9/8/2022 0:45,"530 Acacia St., Brgy. Diliman",Quezon City,70.2,41.3,TRUE,TRUE,TRUE
6/21/2022 5:23,"567 Rizal St., Brgy. Alabang",Muntinlupa,44.9,35.6,TRUE,FALSE,FALSE
2/6/2022 13:30,"604 Acacia St., Brgy. Malinta",Valenzuela,48.9,36.5,FALSE,TRUE,FALSE
9/23/2022 18:46,"641 Maharlika St., Brgy. Longos",Malabon,32.0,32.7,FALSE,TRUE,FALSE
7/10/2022 10:47,"678 Mabini St., Brgy. Ugong",Pasig,91.6,46.1,TRUE,FALSE,TRUE
2/21/2022 19:24,"715 Bonifacio St., Brgy. Camarin",Caloocan,22.7,30.6,TRUE,FALSE,FALSE
2/23/2022 8:53,"752 Kalayaan St., Brgy. Daanghari",Navotas,28.9,32.0,TRUE,FALSE,FALSE
7/15/2022 4:12,"789 Bonifacio St., Brgy. Sta. Ana",Pateros,86.2,44.9,FALSE,FALSE,TRUE
12/18/2022 5:57,"826 Sampaguita St., Brgy. Highway Hills",Mandaluyong,33.3,33.0,FALSE,TRUE,FALSE
9/9/2022 6:02,"863 Masikap St., Brgy. Greenhills",San Juan,32.4,32.8,FALSE,FALSE,FALSE
1/4/2022 18:07,"900 Maligaya St., Brgy. Talon Uno",Las Piñas,88.0,45.3,TRUE,TRUE,TRUE
9/7/2022 13:15,"937 Molave St., Brgy. Baclaran",Parañaque,21.3,30.3,TRUE,FALSE,FALSE
3/25/2022 8:33,"974 Narra St., Brgy. Sampaloc",Manila,62.2,39.5,TRUE,TRUE,FALSE
6/12/2022 2:20,"22 Dahlia St., Brgy. Parang",Marikina,80.9,43.7,FALSE,TRUE,TRUE
2/7/2022 18:23,"59 Narra St., Brgy. Western Bicutan",Taguig,39.6,34.4,TRUE,FALSE,FALSE
7/10/2022 0:06,"96 Acacia St., Brgy. Poblacion",Makati,67.6,40.7,TRUE,TRUE,TRUE
9/29/2022 3:16,"133 Rizal St., Brgy. Malibay",Pasay,30.7,32.4,FALSE,TRUE,FALSE
8/12/2022 4:49,"170 Mabini St., Brgy. Cubao",Quezon City,48.9,36.5,TRUE,TRUE,FALSE
2/16/2022 14:28,"207 Maharlika St., Brgy. Putatan",Muntinlupa,20.0,30.0,TRUE,TRUE,FALSE
3/1/2022 18:17,"244 Mabini St., Brgy. Marulas",Valenzuela,88.0,45.3,FALSE,FALSE,TRUE
6/25/2022 4:27,"281 Bonifacio St., Brgy. Concepcion",Malabon,20.4,30.1,FALSE,TRUE,FALSE
1/28/2022 1:42,"318 Kalayaan St., Brgy. San Antonio",Pasig,56.9,38.3,TRUE,FALSE,FALSE
10/21/2022 8:51,"355 Masikap St., Brgy. Grace Park",Caloocan,40.9,34.7,TRUE,FALSE,FALSE
9/19/2022 8:05,"392 Sampaguita St., Brgy. San Roque",Navotas,87.1,45.1,FALSE,FALSE,TRUE
6/22/2022 14:57,"429 Masikap St., Brgy. San Roque",Pateros,45.3,35.7,TRUE,TRUE,FALSE
12/15/2022 0:49,"466 Maligaya St., Brgy. Plainview",Mandaluyong,21.3,30.3,FALSE,FALSE,FALSE
5/8/2022 6:53,"503 Molave St., Brgy. Addition Hills",San Juan,53.8,37.6,TRUE,FALSE,FALSE
8/18/2022 20:28,"540 Narra St., Brgy. Pulang Lupa",Las Piñas,28.4,31.9,FALSE,FALSE,FALSE
10/5/2022 17:11,"577 Dahlia St., Brgy. Don Bosco",Parañaque,55.1,37.9,FALSE,FALSE,FALSE
11/21/2022 19:21,"614 Rizal St., Brgy. Malate",Manila,46.7,36.0,TRUE,FALSE,FALSE
7/12/2022 8:32,"651 Acacia St., Brgy. Concepcion Uno",Marikina,51.1,37.0,TRUE,FALSE,FALSE
2/6/2022 10:15,"688 Rizal St., Brgy. Fort Bonifacio",Taguig,68.4,40.9,FALSE,TRUE,TRUE
5/24/2022 18:54,"725 Mabini St., Brgy. Bel-Air",Makati,96.4,47.2,TRUE,FALSE,TRUE
9/9/2022 11:12,"762 Maharlika St., Brgy. San Isidro",Pasay,65.3,40.2,FALSE,FALSE,TRUE
4/6/2022 19:49,"799 Kalayaan St., Brgy. Tandang Sora",Quezon City,88.9,45.5,FALSE,TRUE,TRUE
1/9/2022 9:48,"836 Bonifacio St., Brgy. Tunasan",Muntinlupa,86.2,44.9,FALSE,FALSE,TRUE
3/23/2022 23:55,"873 Kalayaan St., Brgy. Karuhatan",Valenzuela,44.0,35.4,FALSE,TRUE,FALSE
4/13/2022 13:13,"910 Masikap St., Brgy. Potrero",Malabon,63.1,39.7,FALSE,FALSE,FALSE
7/23/2022 12:54,"947 Sampaguita St., Brgy. Kapitolyo",Pasig,40.4,34.6,FALSE,FALSE,FALSE
11/22/2022 8:10,"984 Molave St., Brgy. Bagong Silang",Caloocan,23.6,30.8,FALSE,TRUE,FALSE
11/28/2022 23:28,"32 Maligaya St., Brgy. Tanza",Navotas,36.4,33.7,FALSE,FALSE,FALSE
1/2/2022 8:00,"69 Molave St., Brgy. Aguho",Pateros,44.0,35.4,TRUE,TRUE,FALSE
9/9/2022 22:55,"106 Narra St., Brgy. Hulo",Mandaluyong,93.3,46.5,FALSE,TRUE,TRUE
9/15/2022 19:05,"143 Dahlia St., Brgy. Balong-Bato",San Juan,21.3,30.3,FALSE,TRUE,FALSE
2/16/2022 21:55,"180 Rizal St., Brgy. Almanza",Las Piñas,62.2,39.5,TRUE,FALSE,FALSE
5/8/2022 13:24,"217 Acacia St., Brgy. BF Homes",Parañaque,74.2,42.2,TRUE,FALSE,TRUE
11/4/2022 9:32,"254 Maharlika St., Brgy. Ermita",Manila,44.0,35.4,TRUE,FALSE,FALSE
