ticket_id,account_id,contact_channel,issue_category,reported_date,resolution_time_hours,first_contact_resolved,satisfaction_score
408,408,Mobile App,Water Leak,1/6/2026 7:29,20.1,Yes,2
409,409,Phone,Move In/Out,11/17/2025 21:45,2,No,4
410,410,Website,High Bill,12/31/2025 22:31,2.8,No,5
411,411,Mobile App,Power Outage,6/24/2026 23:03,18.8,Yes,1
412,412,Phone,High Bill,12/12/2025 4:32,4.1,No,4
413,413,Mobile App,Power Outage,3/17/2026 18:23,15,No,4
414,414,Mobile App,Power Outage,12/14/2025 11:22,20.3,No,5
415,415,Website,Water Leak,3/9/2026 7:36,15.5,No,3
416,416,Mobile App,Power Outage,7/6/2026 22:18,20.6,No,4
417,417,Mobile App,Water Leak,3/29/2026 6:42,15,No,1
418,418,Phone,Power Outage,8/23/2026 7:02,17.4,No,5
419,419,Website,Water Leak,10/17/2025 11:59,11.5,No,3
420,420,Mobile App,Power Outage,1/26/2026 0:05,23.8,No,4
421,421,Mobile App,High Bill,5/22/2026 19:28,12.5,Yes,4
422,422,Phone,Move In/Out,9/24/2025 1:11,11.7,No,3
423,423,Website,Power Outage,11/17/2025 20:20,7.9,Yes,3
424,424,Phone,Power Outage,12/10/2025 0:09,14,No,5
425,425,Mobile App,Power Outage,6/8/2026 15:41,22.8,No,2
426,426,Mobile App,Water Leak,5/9/2026 14:47,13.8,Yes,5
427,427,Mobile App,Move In/Out,6/2/2026 11:51,3.9,No,4
428,428,Website,Water Leak,9/15/2026 13:27,15.1,No,5
429,429,Website,Water Leak,5/15/2026 5:42,20.1,Yes,4
430,430,Phone,Power Outage,9/11/2026 7:23,12.7,No,2
431,431,Website,High Bill,10/18/2025 1:09,18.6,No,5
432,432,Phone,Power Outage,3/13/2026 0:10,12.9,No,4
433,433,Website,High Bill,12/24/2025 2:02,1.9,Yes,2
434,434,Mobile App,Water Leak,3/17/2026 4:59,16.1,No,4
435,435,Phone,Move In/Out,2/21/2026 7:04,20.4,Yes,2
436,436,Website,Move In/Out,6/29/2026 17:54,5.8,Yes,2
437,437,Phone,Water Leak,4/8/2026 4:02,14.2,No,2
438,438,Website,Move In/Out,2/21/2026 18:28,0.2,Yes,3
439,439,Mobile App,Move In/Out,2/20/2026 20:55,18.6,No,1
440,440,Mobile App,High Bill,1/16/2026 1:59,18.1,No,5
441,441,Website,Power Outage,8/23/2026 23:44,4.5,Yes,3
442,442,Website,Power Outage,5/24/2026 12:25,11.2,No,2
443,443,Phone,Move In/Out,8/24/2026 6:36,21.7,Yes,1
444,444,Mobile App,High Bill,5/28/2026 20:26,0.1,Yes,2
445,445,Phone,Water Leak,4/11/2026 11:04,3.2,No,5
446,446,Mobile App,Water Leak,7/8/2026 14:50,12.1,Yes,4
447,447,Mobile App,High Bill,4/16/2026 14:10,17.7,No,2
448,448,Website,Move In/Out,6/7/2026 5:19,11,No,4
449,449,Website,High Bill,12/19/2025 21:20,5.9,No,3
450,450,Phone,High Bill,12/25/2025 12:15,16.3,No,1
451,451,Mobile App,High Bill,10/30/2025 16:38,18.3,No,4
452,452,Mobile App,Power Outage,5/18/2026 23:25,12.9,Yes,3
453,453,Mobile App,Power Outage,6/25/2026 6:24,1.3,No,2
454,454,Website,Power Outage,9/20/2026 3:49,19.6,Yes,3
455,455,Website,Move In/Out,6/3/2026 6:07,16.6,Yes,1
456,456,Phone,High Bill,3/16/2026 3:01,3.8,Yes,5
457,457,Website,Water Leak,2/12/2026 7:15,7.2,Yes,1
458,458,Phone,Water Leak,7/26/2026 11:28,10,No,3
459,459,Mobile App,Water Leak,8/27/2026 22:13,9.6,No,4
460,460,Website,High Bill,7/13/2026 9:05,10.7,No,4
461,461,Mobile App,Water Leak,3/19/2026 10:29,10.5,No,3
462,462,Phone,Move In/Out,12/26/2025 7:09,6,No,3
463,463,Phone,High Bill,3/27/2026 20:25,3.7,Yes,5
464,464,Website,Power Outage,4/24/2026 2:34,16.7,Yes,2
465,465,Phone,High Bill,4/1/2026 10:34,2.8,Yes,3
466,466,Website,Water Leak,11/7/2025 9:09,12.4,Yes,2
467,467,Website,Move In/Out,8/3/2026 2:16,18.2,Yes,2
468,468,Mobile App,Water Leak,7/7/2026 3:56,10.7,No,5
469,469,Website,Water Leak,1/6/2026 10:51,9.8,No,1
470,470,Mobile App,Power Outage,3/14/2026 5:02,1.1,No,4
471,471,Mobile App,Move In/Out,8/4/2026 7:20,1.4,No,4
472,472,Mobile App,Power Outage,8/13/2026 5:30,15,No,4
473,473,Website,Power Outage,7/25/2026 14:37,8.2,Yes,1
474,474,Phone,Water Leak,4/28/2026 14:18,10.4,No,5
475,475,Phone,Power Outage,10/14/2025 21:53,4.4,Yes,5
476,476,Mobile App,Move In/Out,12/23/2025 6:39,16.3,Yes,3
477,477,Mobile App,Power Outage,6/12/2026 2:50,8.6,No,1
478,478,Mobile App,Move In/Out,10/4/2025 16:05,4.6,No,2
479,479,Phone,Power Outage,7/12/2026 0:57,9.5,No,2
480,480,Phone,Power Outage,11/17/2025 20:29,16.5,No,3
481,481,Phone,Water Leak,5/4/2026 12:50,9.3,No,5
482,482,Website,Power Outage,1/3/2026 6:46,19.3,No,2
483,483,Website,High Bill,5/9/2026 22:15,10.3,No,2
484,484,Website,Water Leak,12/10/2025 1:20,12.5,No,5
485,485,Phone,Move In/Out,4/14/2026 12:34,9.5,No,2
486,486,Mobile App,Move In/Out,11/9/2025 8:57,14.3,No,3
487,487,Phone,Move In/Out,3/30/2026 18:31,20.1,No,5
488,488,Mobile App,Power Outage,12/31/2025 3:55,3.9,No,1
489,489,Phone,Water Leak,8/24/2026 11:16,10.5,Yes,5
490,490,Website,Power Outage,5/15/2026 3:58,3.9,Yes,4
491,491,Mobile App,Power Outage,11/29/2025 15:14,23.1,Yes,2
492,492,Phone,High Bill,2/17/2026 10:45,6.3,Yes,1
493,493,Website,High Bill,1/14/2026 5:24,20,No,4
494,494,Website,High Bill,6/30/2026 10:07,18,Yes,5
495,495,Phone,Power Outage,7/23/2026 7:44,23.1,No,5
496,496,Website,Water Leak,5/5/2026 9:19,12.6,Yes,3
497,497,Mobile App,Power Outage,12/18/2025 7:44,16.3,No,4
498,498,Phone,High Bill,9/23/2025 0:21,9.6,No,1
499,499,Website,High Bill,7/12/2026 5:01,8.4,No,5
500,500,Website,High Bill,6/10/2026 10:51,1.8,Yes,1
501,501,Phone,Power Outage,1/8/2026 10:42,15.2,No,2
502,502,Website,Water Leak,10/24/2025 5:28,0.9,Yes,4
503,503,Mobile App,Water Leak,4/29/2026 7:20,10.3,Yes,1
504,504,Mobile App,High Bill,6/9/2026 8:23,15.9,No,3
505,505,Mobile App,Move In/Out,11/29/2025 14:04,21.2,No,4
506,506,Phone,High Bill,2/21/2026 0:18,8.9,Yes,4
507,507,Website,Power Outage,9/29/2025 3:23,10.5,Yes,3
508,508,Phone,Water Leak,12/7/2025 13:52,5,Yes,5
509,509,Website,Water Leak,9/18/2026 12:42,11.5,No,2
510,510,Mobile App,Water Leak,7/14/2026 13:28,6.9,Yes,3
511,511,Website,High Bill,5/26/2026 19:29,11,Yes,4
512,512,Website,Move In/Out,8/6/2026 7:06,8.5,Yes,4
513,513,Website,Power Outage,1/2/2026 3:09,15.3,No,5
514,514,Phone,High Bill,12/5/2025 23:28,15.2,Yes,4
515,515,Phone,High Bill,8/29/2026 3:41,10.7,Yes,5
516,516,Website,Power Outage,10/16/2025 16:26,1.8,No,3
517,517,Website,Water Leak,10/15/2025 19:05,13.3,Yes,1
518,518,Mobile App,Power Outage,6/5/2026 21:01,8.1,No,1
519,519,Website,High Bill,11/25/2025 23:22,9.6,Yes,3
520,520,Website,Water Leak,6/4/2026 4:55,3.2,No,5
521,521,Website,Power Outage,4/23/2026 18:45,10.4,Yes,1
522,522,Phone,High Bill,8/24/2026 1:31,12.9,No,2
523,523,Website,High Bill,9/3/2026 11:10,12.8,No,3
524,524,Mobile App,Water Leak,10/19/2025 18:43,22.7,Yes,5
525,525,Phone,Water Leak,9/11/2026 23:01,5.4,No,3
526,526,Website,Power Outage,2/25/2026 0:04,11.8,Yes,3
527,527,Mobile App,Power Outage,7/5/2026 17:59,8.8,No,1
528,528,Website,Move In/Out,8/22/2026 16:46,17,Yes,3
529,529,Mobile App,Power Outage,12/30/2025 23:12,20.5,Yes,5
530,530,Mobile App,Water Leak,12/3/2025 16:39,20.1,No,3
531,531,Phone,Water Leak,11/30/2025 14:58,8.2,Yes,4
532,532,Mobile App,Move In/Out,12/24/2025 20:43,4.5,No,3
533,533,Website,Power Outage,1/3/2026 12:31,21.2,Yes,3
534,534,Website,High Bill,2/2/2026 15:15,1.9,Yes,3
535,535,Phone,Power Outage,7/17/2026 23:38,3.5,No,1
536,536,Website,High Bill,1/4/2026 18:23,19.2,No,5
537,537,Phone,High Bill,12/22/2025 17:29,17.5,No,4
538,538,Mobile App,Move In/Out,8/22/2026 13:54,15.3,Yes,5
539,539,Phone,Water Leak,1/23/2026 13:30,13.4,Yes,2
540,540,Phone,Water Leak,2/6/2026 3:37,16.3,No,4
541,541,Phone,High Bill,11/9/2025 10:02,11.7,Yes,2
542,542,Mobile App,Move In/Out,9/5/2026 8:15,14.7,No,4
543,543,Mobile App,Power Outage,9/7/2026 13:35,17.7,No,1
544,544,Mobile App,Move In/Out,12/11/2025 4:15,13.3,Yes,5
545,545,Phone,Move In/Out,10/12/2025 2:36,9.2,Yes,1
546,546,Phone,Water Leak,1/6/2026 10:24,23.8,Yes,2
547,547,Mobile App,High Bill,11/4/2025 4:38,18.2,No,3
548,548,Phone,Move In/Out,5/11/2026 5:15,2.1,Yes,2
549,549,Mobile App,Power Outage,7/13/2026 13:10,6.2,Yes,4
550,550,Phone,High Bill,11/30/2025 4:29,9.3,Yes,4
551,551,Mobile App,High Bill,2/15/2026 4:18,18.9,Yes,4
552,552,Website,Move In/Out,3/6/2026 19:58,1.2,No,4
553,553,Phone,Move In/Out,11/2/2025 23:59,16.9,No,3
554,554,Phone,High Bill,6/1/2026 6:20,18.4,Yes,5
555,555,Website,Power Outage,7/2/2026 14:21,3.4,No,2
556,556,Website,High Bill,8/6/2026 4:42,4.1,No,4
557,557,Website,Move In/Out,6/9/2026 7:24,9.5,No,3
558,558,Website,Power Outage,6/24/2026 15:20,12.1,Yes,2
559,559,Phone,Power Outage,5/3/2026 11:12,0.1,Yes,2
560,560,Mobile App,High Bill,7/15/2026 10:03,16.3,Yes,1
561,561,Website,High Bill,10/10/2025 13:35,13.6,No,1
562,562,Phone,Power Outage,10/7/2025 20:42,20.6,Yes,2
563,563,Website,Power Outage,5/9/2026 14:52,6.7,Yes,4
564,564,Mobile App,Move In/Out,10/19/2025 15:48,17.6,Yes,3
565,565,Phone,Water Leak,8/24/2026 0:51,2.7,No,3
566,566,Phone,Move In/Out,1/12/2026 3:52,16,Yes,1
567,567,Mobile App,Power Outage,6/16/2026 7:31,23,No,1
568,568,Phone,Power Outage,9/4/2026 18:46,2.6,No,2
569,569,Mobile App,Water Leak,11/16/2025 10:33,13.4,Yes,2
570,570,Mobile App,High Bill,12/6/2025 12:52,14.7,Yes,4
571,571,Mobile App,Power Outage,8/15/2026 14:28,15.1,Yes,4
572,572,Website,Water Leak,5/10/2026 16:27,22,No,4
573,573,Phone,Power Outage,6/12/2026 9:17,15.3,No,3
574,574,Phone,High Bill,7/10/2026 8:05,10.9,No,1
575,575,Website,High Bill,11/14/2025 6:29,21,Yes,2
576,576,Mobile App,High Bill,10/1/2025 10:08,16.2,No,3
577,577,Phone,Water Leak,11/9/2025 3:48,15.6,Yes,2
578,578,Phone,Move In/Out,9/25/2025 10:12,11.9,Yes,2
579,579,Mobile App,Water Leak,1/25/2026 17:19,16.1,Yes,5
580,580,Phone,Move In/Out,7/29/2026 8:59,8.5,No,5
581,581,Mobile App,High Bill,9/12/2026 4:55,9.2,Yes,2
582,582,Website,Water Leak,8/28/2026 16:52,18.2,No,2
583,583,Mobile App,Power Outage,5/24/2026 6:56,9,No,2
584,584,Website,Move In/Out,11/22/2025 21:10,14.8,Yes,4
585,585,Mobile App,Water Leak,3/23/2026 15:19,18.8,No,1
586,586,Website,Move In/Out,8/16/2026 0:21,20.2,Yes,3
587,587,Phone,Power Outage,12/23/2025 23:42,14,No,4
588,588,Phone,Power Outage,4/13/2026 14:30,11.8,No,3
589,589,Website,Water Leak,7/4/2026 22:42,3.7,Yes,1
590,590,Mobile App,Water Leak,7/24/2026 23:59,0.2,No,3
591,591,Mobile App,Power Outage,5/16/2026 14:03,8.1,No,2
592,592,Mobile App,Move In/Out,5/14/2026 19:18,7.7,No,3
593,593,Website,Move In/Out,2/20/2026 0:49,14.8,Yes,2
594,594,Website,Power Outage,5/24/2026 23:57,21.8,No,5
595,595,Phone,High Bill,5/29/2026 17:30,15.1,Yes,1
596,596,Website,High Bill,1/11/2026 3:30,14,No,2
597,597,Website,Water Leak,10/29/2025 7:01,17.1,Yes,1
598,598,Website,High Bill,11/8/2025 7:55,17.3,Yes,4
599,599,Mobile App,High Bill,9/4/2026 3:59,15.9,No,2
600,600,Mobile App,Power Outage,6/19/2026 21:09,6.9,Yes,2
601,601,Website,Water Leak,11/13/2025 5:03,6.1,No,3
602,602,Website,High Bill,12/8/2025 4:11,10,No,1
603,603,Mobile App,Power Outage,7/14/2026 18:10,10,No,2
604,604,Phone,Water Leak,3/7/2026 11:30,21.6,No,2
605,605,Phone,High Bill,12/11/2025 15:29,20.5,No,3
606,606,Website,Move In/Out,10/8/2025 21:19,5.9,Yes,3
607,607,Mobile App,Move In/Out,5/19/2026 4:07,5.1,No,3
608,608,Mobile App,High Bill,11/14/2025 11:29,16,Yes,1
609,609,Website,High Bill,12/26/2025 17:03,21.8,Yes,5
610,610,Mobile App,Move In/Out,10/7/2025 22:02,20.4,Yes,1
611,611,Mobile App,High Bill,7/15/2026 16:40,16.5,Yes,2
612,612,Mobile App,Power Outage,12/27/2025 14:27,6.4,No,1
613,613,Phone,Power Outage,6/29/2026 17:49,1.9,Yes,5
614,614,Website,Move In/Out,6/12/2026 1:56,13.7,No,2
615,615,Phone,Water Leak,2/16/2026 10:12,15.2,No,3
616,616,Phone,High Bill,1/20/2026 14:45,1.5,No,1
617,617,Phone,Water Leak,9/28/2025 21:41,17.8,Yes,5
618,618,Mobile App,Move In/Out,3/23/2026 11:19,20.4,Yes,2
619,619,Phone,Move In/Out,5/22/2026 11:46,7.5,Yes,3
620,620,Mobile App,High Bill,7/28/2026 17:02,3.8,No,3
621,621,Mobile App,Water Leak,11/8/2025 16:21,6.9,No,5
622,622,Website,Water Leak,2/10/2026 23:48,8.2,Yes,4
623,623,Mobile App,Move In/Out,9/9/2026 21:49,7,Yes,4
624,624,Website,Water Leak,7/24/2026 21:59,9.1,No,2
625,625,Mobile App,Water Leak,9/12/2026 20:24,0,No,4
626,626,Website,High Bill,1/20/2026 9:07,2.2,Yes,3
627,627,Website,High Bill,10/12/2025 23:12,18.5,No,2
628,628,Mobile App,High Bill,5/28/2026 5:37,4.3,Yes,4
629,629,Mobile App,Move In/Out,7/3/2026 14:56,17.3,Yes,4
630,630,Mobile App,Water Leak,3/17/2026 13:22,18.2,No,3
631,631,Phone,Water Leak,5/29/2026 18:11,10,No,1
632,632,Mobile App,Power Outage,3/2/2026 16:12,14.1,Yes,3
633,633,Phone,Power Outage,8/13/2026 23:47,6.8,No,3
634,634,Website,High Bill,3/27/2026 10:22,23.7,No,1
635,635,Phone,Move In/Out,6/15/2026 1:50,4.5,Yes,3
636,636,Website,Water Leak,9/24/2025 0:47,8.1,No,5
637,637,Phone,Water Leak,7/9/2026 5:00,6.5,Yes,5
638,638,Website,High Bill,10/6/2025 17:52,16.1,No,5
639,639,Mobile App,Power Outage,6/2/2026 8:49,10.3,Yes,3
640,640,Mobile App,Power Outage,1/10/2026 23:51,0.1,Yes,4
641,641,Phone,Move In/Out,3/23/2026 11:43,11.8,No,5
642,642,Phone,Water Leak,11/19/2025 14:30,4.4,No,1
643,643,Mobile App,Power Outage,9/15/2026 0:42,5.4,No,1
644,644,Mobile App,High Bill,11/13/2025 14:41,3.4,No,5
645,645,Website,Power Outage,2/5/2026 19:06,0.2,No,5
646,646,Mobile App,High Bill,11/19/2025 16:55,17.8,Yes,2
647,647,Mobile App,Power Outage,9/28/2025 19:08,19.1,Yes,3
648,648,Website,Power Outage,9/3/2026 18:20,13.4,No,3
649,649,Phone,Power Outage,5/6/2026 23:27,20.7,Yes,3
650,650,Phone,Power Outage,2/8/2026 20:54,22,No,3
651,651,Phone,Move In/Out,8/17/2026 16:25,19.4,No,4
652,652,Phone,High Bill,5/19/2026 15:59,12,No,1
653,653,Website,Water Leak,2/23/2026 12:34,21.2,Yes,3
654,654,Website,Move In/Out,9/29/2025 1:50,4.5,No,1
655,655,Website,Power Outage,12/17/2025 5:24,3.1,No,3
656,656,Mobile App,High Bill,1/29/2026 9:18,16.7,No,3
657,657,Phone,Move In/Out,8/10/2026 2:00,19.8,No,2
658,658,Website,Water Leak,3/17/2026 3:44,14.2,No,5
659,659,Mobile App,High Bill,5/26/2026 4:58,19.5,Yes,5
660,660,Website,High Bill,12/16/2025 20:20,17.8,Yes,5
661,661,Mobile App,Power Outage,7/5/2026 20:04,10.6,Yes,3
662,662,Phone,Water Leak,5/24/2026 23:22,21.1,Yes,2
663,663,Mobile App,Move In/Out,10/15/2025 7:29,0.3,No,3
664,664,Mobile App,High Bill,5/22/2026 22:10,21.3,Yes,3
665,665,Phone,Power Outage,1/18/2026 23:09,20.7,No,5
666,666,Website,Power Outage,8/24/2026 20:03,5,Yes,1
667,667,Mobile App,Water Leak,10/2/2025 18:53,15.9,Yes,1
668,668,Website,Power Outage,7/25/2026 7:26,4.7,No,1
669,669,Website,Water Leak,7/1/2026 6:41,2.8,No,5
670,670,Website,High Bill,1/14/2026 11:06,15.2,No,4
671,671,Mobile App,High Bill,5/15/2026 10:09,10.8,Yes,4
672,672,Website,Water Leak,12/11/2025 18:26,7.8,Yes,5
673,673,Mobile App,High Bill,5/27/2026 11:05,16.7,No,4
674,674,Website,Power Outage,4/14/2026 7:23,23.1,No,1
675,675,Mobile App,Water Leak,12/10/2025 10:13,20.8,Yes,2
676,676,Phone,High Bill,3/31/2026 18:36,6.6,No,2
677,677,Phone,Power Outage,9/14/2026 7:05,8.3,No,2
678,678,Website,Move In/Out,11/8/2025 0:26,15.5,No,5
679,679,Website,High Bill,6/29/2026 12:32,23.2,No,4
680,680,Phone,Move In/Out,7/2/2026 7:52,10.8,Yes,4
681,681,Phone,Power Outage,5/28/2026 19:11,21.6,No,1
682,682,Mobile App,Move In/Out,2/24/2026 15:53,8.9,Yes,2
683,683,Website,Power Outage,7/2/2026 2:28,0.9,Yes,4
684,684,Phone,Move In/Out,4/3/2026 19:33,15.6,Yes,4
685,685,Phone,Water Leak,6/18/2026 14:02,7.4,Yes,1
686,686,Phone,Water Leak,11/28/2025 0:00,14.4,Yes,4
687,687,Mobile App,Water Leak,3/5/2026 0:25,11,Yes,5
688,688,Phone,High Bill,1/3/2026 2:28,1.9,Yes,3
689,689,Phone,Water Leak,12/9/2025 11:51,0.4,No,1
690,690,Website,Move In/Out,9/22/2025 12:51,14.8,Yes,4
691,691,Website,Power Outage,1/21/2026 9:10,3.4,No,2
692,692,Mobile App,Water Leak,11/15/2025 8:12,2.7,No,1
693,693,Phone,Move In/Out,5/25/2026 18:52,0.4,Yes,5
694,694,Phone,Water Leak,11/22/2025 21:25,12.5,Yes,4
695,695,Phone,Power Outage,2/6/2026 14:31,18.9,No,1
696,696,Website,High Bill,5/27/2026 3:16,24,Yes,1
697,697,Mobile App,Water Leak,11/6/2025 12:38,2.6,Yes,3
698,698,Mobile App,Power Outage,12/9/2025 9:53,9.2,Yes,3
699,699,Phone,Move In/Out,4/20/2026 10:23,19.6,Yes,2
700,700,Phone,High Bill,9/1/2026 8:05,15.7,No,5
701,701,Phone,Move In/Out,12/28/2025 23:27,5.5,Yes,4
702,702,Phone,Move In/Out,7/18/2026 15:09,15.1,No,3
703,703,Phone,Power Outage,3/4/2026 12:35,21.6,No,5
704,704,Website,Move In/Out,8/24/2026 4:13,19.3,Yes,2
705,705,Website,High Bill,1/1/2026 7:34,16.2,No,4
706,706,Website,Water Leak,10/2/2025 21:49,11.1,No,3
707,707,Mobile App,High Bill,6/4/2026 18:25,17.1,Yes,4
708,708,Mobile App,Power Outage,12/24/2025 11:21,7.9,No,3
709,709,Phone,Move In/Out,5/25/2026 6:20,0.9,Yes,3
710,710,Mobile App,Move In/Out,9/12/2026 17:17,21.2,No,1
711,711,Website,Water Leak,3/17/2026 13:16,10,No,3
712,712,Website,High Bill,11/3/2025 7:39,22,No,3
713,713,Phone,High Bill,1/20/2026 8:26,12.7,Yes,4
714,714,Mobile App,High Bill,11/9/2025 7:54,3.9,No,1
715,715,Phone,Water Leak,2/21/2026 21:13,19.5,No,3
716,716,Mobile App,Power Outage,9/10/2026 18:17,0.2,No,3
717,717,Phone,High Bill,4/2/2026 8:52,20,Yes,3
718,718,Website,Water Leak,2/6/2026 0:13,17.1,No,2
719,719,Phone,Power Outage,12/6/2025 10:16,23.9,No,4
720,720,Website,High Bill,3/22/2026 23:18,21.6,No,1
721,721,Phone,High Bill,10/31/2025 17:59,12.8,No,4
722,722,Website,Move In/Out,8/8/2026 12:05,1.6,Yes,4
723,723,Phone,Move In/Out,7/20/2026 8:51,1.7,Yes,4
724,724,Website,High Bill,4/2/2026 23:15,12.8,Yes,4
725,725,Website,Water Leak,9/3/2026 6:29,1.7,No,5
726,726,Phone,Water Leak,10/2/2025 18:02,22.5,Yes,5
727,727,Phone,High Bill,2/2/2026 20:06,13.2,No,3
728,728,Website,Power Outage,7/24/2026 5:17,3,Yes,5
729,729,Mobile App,Water Leak,11/18/2025 5:06,17.9,No,2
730,730,Website,Move In/Out,11/18/2025 16:35,7.6,No,1
731,731,Phone,Water Leak,6/21/2026 21:42,3,No,4
732,732,Mobile App,Move In/Out,9/1/2026 20:42,18.2,Yes,5
733,733,Mobile App,High Bill,9/8/2026 5:44,15.7,No,3
734,734,Phone,Power Outage,2/3/2026 7:28,10.6,No,3
735,735,Phone,Move In/Out,3/31/2026 13:43,23.4,Yes,5
736,736,Website,Water Leak,12/21/2025 21:17,21.7,Yes,3
737,737,Phone,Water Leak,8/8/2026 3:16,6,No,1
738,738,Mobile App,High Bill,9/27/2025 4:24,1.1,Yes,4
739,739,Website,High Bill,11/30/2025 6:06,15.4,Yes,5
740,740,Phone,Water Leak,6/7/2026 6:55,14.5,No,2
741,741,Mobile App,Power Outage,5/20/2026 10:42,16.7,Yes,4
742,742,Mobile App,Power Outage,9/4/2026 15:15,17.1,Yes,5
743,743,Website,Power Outage,8/1/2026 10:31,1.8,No,1
744,744,Website,High Bill,6/14/2026 20:59,22.2,Yes,2
745,745,Phone,High Bill,4/5/2026 6:50,14.3,Yes,5
746,746,Mobile App,High Bill,7/15/2026 23:15,19.4,Yes,4
747,747,Phone,High Bill,4/21/2026 17:22,19.3,No,5
748,748,Phone,Water Leak,11/7/2025 23:20,6.7,Yes,1
749,749,Website,Power Outage,2/17/2026 21:00,6.9,Yes,4
750,750,Website,High Bill,1/28/2026 7:18,14.5,Yes,3
751,751,Mobile App,High Bill,1/26/2026 3:29,5.2,Yes,1
752,752,Website,High Bill,6/14/2026 19:42,20.6,No,3
753,753,Phone,Water Leak,7/7/2026 13:24,11.6,Yes,3
754,754,Website,Power Outage,3/26/2026 21:26,10.6,Yes,1
755,755,Phone,High Bill,7/26/2026 23:31,7.2,No,1
756,756,Website,Power Outage,10/1/2025 15:07,23.3,No,3
757,757,Phone,Water Leak,6/3/2026 19:46,19.9,No,5
758,758,Mobile App,Move In/Out,4/6/2026 18:28,17,Yes,1
759,759,Website,Water Leak,10/4/2025 1:07,20.4,No,2
760,760,Phone,High Bill,1/5/2026 18:43,1.1,No,3
761,761,Phone,Power Outage,5/30/2026 20:36,10.2,Yes,5
762,762,Website,Water Leak,7/28/2026 23:42,3.1,Yes,2
763,763,Phone,Water Leak,10/7/2025 20:26,11.3,No,2
764,764,Phone,High Bill,8/8/2026 6:26,2.9,Yes,4
765,765,Phone,Power Outage,4/12/2026 15:09,14.7,No,5
766,766,Mobile App,Water Leak,5/26/2026 3:26,16.9,No,1
767,767,Phone,Power Outage,12/15/2025 3:40,16.8,No,3
768,768,Website,Power Outage,10/18/2025 0:24,4.2,No,3
769,769,Mobile App,Water Leak,11/25/2025 9:09,9.7,No,2
770,770,Website,Water Leak,9/11/2026 12:34,16,Yes,1
771,771,Website,Water Leak,2/17/2026 14:18,12,Yes,1
772,772,Website,Power Outage,9/3/2026 13:48,0.2,Yes,1
773,773,Phone,Move In/Out,9/17/2026 14:53,4.4,No,3
774,774,Phone,Power Outage,7/28/2026 23:38,23.9,No,2
775,775,Mobile App,Move In/Out,2/27/2026 1:22,13.8,No,4
776,776,Phone,Move In/Out,12/25/2025 21:11,10.3,No,5
777,777,Mobile App,Power Outage,4/10/2026 14:43,2.8,No,3
778,778,Website,Power Outage,12/17/2025 8:16,13.8,No,2
779,779,Website,Move In/Out,10/26/2025 10:39,17.4,No,1
780,780,Mobile App,Power Outage,7/19/2026 12:42,7,No,2
781,781,Mobile App,Water Leak,2/21/2026 8:28,12.1,No,5
782,782,Website,High Bill,1/21/2026 6:35,9.5,No,3
783,783,Website,Power Outage,10/17/2025 19:21,13.2,Yes,3
784,784,Website,Water Leak,2/26/2026 13:47,11.1,Yes,3
785,785,Mobile App,Power Outage,10/27/2025 13:18,11.6,No,5
786,786,Website,Water Leak,12/28/2025 13:46,18.9,Yes,3
787,787,Phone,Power Outage,3/24/2026 3:16,20.4,No,5
788,788,Phone,High Bill,12/4/2025 14:11,6.2,No,1
789,789,Phone,High Bill,11/20/2025 17:05,18,No,2
790,790,Mobile App,High Bill,4/1/2026 11:59,14.8,No,2
791,791,Mobile App,Water Leak,5/27/2026 5:43,4.3,No,3
792,792,Website,Water Leak,11/26/2025 6:20,7.3,No,5
793,793,Website,Water Leak,3/23/2026 4:15,9.3,No,5
794,794,Phone,Power Outage,10/21/2025 16:13,16.8,Yes,2
795,795,Mobile App,High Bill,2/4/2026 1:48,8.9,Yes,1
796,796,Mobile App,Water Leak,5/9/2026 19:19,11.1,No,2
797,797,Website,Move In/Out,7/29/2026 5:38,23.2,Yes,5
798,798,Mobile App,Move In/Out,4/8/2026 4:37,11.3,Yes,4
799,799,Mobile App,Water Leak,11/12/2025 12:22,3.5,No,5
800,800,Phone,High Bill,2/28/2026 8:34,1.9,Yes,1
801,801,Mobile App,Move In/Out,4/9/2026 9:03,14,No,5
802,802,Website,Move In/Out,8/19/2026 11:42,6.5,No,1
803,803,Phone,Power Outage,1/14/2026 14:46,12.7,No,3
804,804,Phone,Move In/Out,8/6/2026 12:46,2.8,Yes,2
805,805,Website,High Bill,8/9/2026 7:27,16.1,Yes,1
806,806,Website,Power Outage,1/27/2026 12:19,20.8,Yes,1
807,807,Website,Power Outage,6/23/2026 22:24,10.2,Yes,4
808,808,Website,Move In/Out,4/18/2026 18:28,22.1,Yes,2
809,809,Mobile App,Water Leak,6/29/2026 9:50,6.4,Yes,2
810,810,Phone,High Bill,5/22/2026 3:14,11.3,No,2
811,811,Website,Move In/Out,8/10/2026 9:19,11.8,No,2
812,812,Mobile App,High Bill,9/10/2026 11:58,23.5,Yes,5
813,813,Phone,Move In/Out,8/31/2026 15:48,10.8,Yes,5
814,814,Phone,Power Outage,1/4/2026 22:53,18.8,No,4
815,815,Website,Power Outage,1/27/2026 13:31,11.1,No,5
816,816,Phone,High Bill,9/16/2026 17:10,4.5,No,4
817,817,Website,High Bill,9/25/2025 13:43,3.8,Yes,2
818,818,Phone,Power Outage,12/22/2025 22:26,7.7,Yes,1
