DateKey,FullDateAlternateKey,DayNumberOfWeek,EnglishDayNameOfWeek,SpanishDayNameOfWeek,FrenchDayNameOfWeek,DayNumberOfMonth,DayNumberOfYear,WeekNumberOfYear,EnglishMonthName,SpanishMonthName,FrenchMonthName,MonthNumberOfYear,CalendarQuarter,CalendarYear,CalendarSemester,FiscalQuarter,FiscalYear,FiscalSemester
20060629,6/29/2006,5,Thursday,Jueves,Jeudi,29,180,1/26/1900,June,Junio,Juin,6,2,2006,1,4,2006,2
20060630,6/30/2006,6,Friday,Viernes,Vendredi,30,181,1/26/1900,June,Junio,Juin,6,2,2006,1,4,2006,2
20060701,7/1/2006,7,Saturday,Sábado,Samedi,1,182,1/26/1900,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060702,7/2/2006,1,Sunday,Domingo,Dimanche,2,183,1/27/1900,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060703,7/3/2006,2,Monday,Lunes,Lundi,3,184,1/27/1900,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060704,7/4/2006,3,Tuesday,Martes,Mardi,4,185,1/27/1900,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060705,7/5/2006,4,Wednesday,Miércoles,Mercredi,5,186,1/27/1900,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060706,7/6/2006,5,Thursday,Jueves,Jeudi,6,187,1/27/1900,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060707,7/7/2006,6,Friday,Viernes,Vendredi,7,188,1/27/1900,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060708,7/8/2006,7,Saturday,Sábado,Samedi,8,189,1/27/1900,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060709,7/9/2006,1,Sunday,Domingo,Dimanche,9,190,1/28/1900,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060710,7/10/2006,2,Monday,Lunes,Lundi,10,191,1/28/1900,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060711,7/11/2006,3,Tuesday,Martes,Mardi,11,192,1/28/1900,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060712,7/12/2006,4,Wednesday,Miércoles,Mercredi,12,193,1/28/1900,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060713,7/13/2006,5,Thursday,Jueves,Jeudi,13,194,1/28/1900,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060714,7/14/2006,6,Friday,Viernes,Vendredi,14,195,1/28/1900,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060715,7/15/2006,7,Saturday,Sábado,Samedi,15,196,1/28/1900,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060716,7/16/2006,1,Sunday,Domingo,Dimanche,16,197,1/29/1900,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060717,7/17/2006,2,Monday,Lunes,Lundi,17,198,1/29/1900,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060718,7/18/2006,3,Tuesday,Martes,Mardi,18,199,1/29/1900,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060719,7/19/2006,4,Wednesday,Miércoles,Mercredi,19,200,1/29/1900,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060720,7/20/2006,5,Thursday,Jueves,Jeudi,20,201,1/29/1900,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060721,7/21/2006,6,Friday,Viernes,Vendredi,21,202,1/29/1900,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060722,7/22/2006,7,Saturday,Sábado,Samedi,22,203,1/29/1900,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060723,7/23/2006,1,Sunday,Domingo,Dimanche,23,204,1/30/1900,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060724,7/24/2006,2,Monday,Lunes,Lundi,24,205,1/30/1900,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060725,7/25/2006,3,Tuesday,Martes,Mardi,25,206,1/30/1900,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060726,7/26/2006,4,Wednesday,Miércoles,Mercredi,26,207,1/30/1900,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060727,7/27/2006,5,Thursday,Jueves,Jeudi,27,208,1/30/1900,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060728,7/28/2006,6,Friday,Viernes,Vendredi,28,209,1/30/1900,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060729,7/29/2006,7,Saturday,Sábado,Samedi,29,210,1/30/1900,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060730,7/30/2006,1,Sunday,Domingo,Dimanche,30,211,1/31/1900,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060731,7/31/2006,2,Monday,Lunes,Lundi,31,212,1/31/1900,July,Julio,Juillet,7,3,2006,2,1,2007,1
20060801,8/1/2006,3,Tuesday,Martes,Mardi,1,213,1/31/1900,August,Agosto,Août,8,3,2006,2,1,2007,1
20060802,8/2/2006,4,Wednesday,Miércoles,Mercredi,2,214,1/31/1900,August,Agosto,Août,8,3,2006,2,1,2007,1
20060803,8/3/2006,5,Thursday,Jueves,Jeudi,3,215,1/31/1900,August,Agosto,Août,8,3,2006,2,1,2007,1
20060804,8/4/2006,6,Friday,Viernes,Vendredi,4,216,1/31/1900,August,Agosto,Août,8,3,2006,2,1,2007,1
20060805,8/5/2006,7,Saturday,Sábado,Samedi,5,217,1/31/1900,August,Agosto,Août,8,3,2006,2,1,2007,1
20060806,8/6/2006,1,Sunday,Domingo,Dimanche,6,218,2/1/1900,August,Agosto,Août,8,3,2006,2,1,2007,1
20060807,8/7/2006,2,Monday,Lunes,Lundi,7,219,2/1/1900,August,Agosto,Août,8,3,2006,2,1,2007,1
20060808,8/8/2006,3,Tuesday,Martes,Mardi,8,220,2/1/1900,August,Agosto,Août,8,3,2006,2,1,2007,1
20060809,8/9/2006,4,Wednesday,Miércoles,Mercredi,9,221,2/1/1900,August,Agosto,Août,8,3,2006,2,1,2007,1
20060810,8/10/2006,5,Thursday,Jueves,Jeudi,10,222,2/1/1900,August,Agosto,Août,8,3,2006,2,1,2007,1
20060811,8/11/2006,6,Friday,Viernes,Vendredi,11,223,2/1/1900,August,Agosto,Août,8,3,2006,2,1,2007,1
20060812,8/12/2006,7,Saturday,Sábado,Samedi,12,224,2/1/1900,August,Agosto,Août,8,3,2006,2,1,2007,1
20060813,8/13/2006,1,Sunday,Domingo,Dimanche,13,225,2/2/1900,August,Agosto,Août,8,3,2006,2,1,2007,1
20060814,8/14/2006,2,Monday,Lunes,Lundi,14,226,2/2/1900,August,Agosto,Août,8,3,2006,2,1,2007,1
20060815,8/15/2006,3,Tuesday,Martes,Mardi,15,227,2/2/1900,August,Agosto,Août,8,3,2006,2,1,2007,1
20060816,8/16/2006,4,Wednesday,Miércoles,Mercredi,16,228,2/2/1900,August,Agosto,Août,8,3,2006,2,1,2007,1
20060817,8/17/2006,5,Thursday,Jueves,Jeudi,17,229,2/2/1900,August,Agosto,Août,8,3,2006,2,1,2007,1
20060818,8/18/2006,6,Friday,Viernes,Vendredi,18,230,2/2/1900,August,Agosto,Août,8,3,2006,2,1,2007,1
20060819,8/19/2006,7,Saturday,Sábado,Samedi,19,231,2/2/1900,August,Agosto,Août,8,3,2006,2,1,2007,1
20060820,8/20/2006,1,Sunday,Domingo,Dimanche,20,232,2/3/1900,August,Agosto,Août,8,3,2006,2,1,2007,1
20060821,8/21/2006,2,Monday,Lunes,Lundi,21,233,2/3/1900,August,Agosto,Août,8,3,2006,2,1,2007,1
20060822,8/22/2006,3,Tuesday,Martes,Mardi,22,234,2/3/1900,August,Agosto,Août,8,3,2006,2,1,2007,1
20060823,8/23/2006,4,Wednesday,Miércoles,Mercredi,23,235,2/3/1900,August,Agosto,Août,8,3,2006,2,1,2007,1
20060824,8/24/2006,5,Thursday,Jueves,Jeudi,24,236,2/3/1900,August,Agosto,Août,8,3,2006,2,1,2007,1
20060825,8/25/2006,6,Friday,Viernes,Vendredi,25,237,2/3/1900,August,Agosto,Août,8,3,2006,2,1,2007,1
20060826,8/26/2006,7,Saturday,Sábado,Samedi,26,238,2/3/1900,August,Agosto,Août,8,3,2006,2,1,2007,1
20060827,8/27/2006,1,Sunday,Domingo,Dimanche,27,239,2/4/1900,August,Agosto,Août,8,3,2006,2,1,2007,1
20060828,8/28/2006,2,Monday,Lunes,Lundi,28,240,2/4/1900,August,Agosto,Août,8,3,2006,2,1,2007,1
20060829,8/29/2006,3,Tuesday,Martes,Mardi,29,241,2/4/1900,August,Agosto,Août,8,3,2006,2,1,2007,1
20060830,8/30/2006,4,Wednesday,Miércoles,Mercredi,30,242,2/4/1900,August,Agosto,Août,8,3,2006,2,1,2007,1
20060831,8/31/2006,5,Thursday,Jueves,Jeudi,31,243,2/4/1900,August,Agosto,Août,8,3,2006,2,1,2007,1
20060901,9/1/2006,6,Friday,Viernes,Vendredi,1,244,2/4/1900,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060902,9/2/2006,7,Saturday,Sábado,Samedi,2,245,2/4/1900,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060903,9/3/2006,1,Sunday,Domingo,Dimanche,3,246,2/5/1900,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060904,9/4/2006,2,Monday,Lunes,Lundi,4,247,2/5/1900,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060905,9/5/2006,3,Tuesday,Martes,Mardi,5,248,2/5/1900,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060906,9/6/2006,4,Wednesday,Miércoles,Mercredi,6,249,2/5/1900,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060907,9/7/2006,5,Thursday,Jueves,Jeudi,7,250,2/5/1900,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060908,9/8/2006,6,Friday,Viernes,Vendredi,8,251,2/5/1900,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060909,9/9/2006,7,Saturday,Sábado,Samedi,9,252,2/5/1900,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060910,9/10/2006,1,Sunday,Domingo,Dimanche,10,253,2/6/1900,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060911,9/11/2006,2,Monday,Lunes,Lundi,11,254,2/6/1900,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060912,9/12/2006,3,Tuesday,Martes,Mardi,12,255,2/6/1900,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060913,9/13/2006,4,Wednesday,Miércoles,Mercredi,13,256,2/6/1900,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060914,9/14/2006,5,Thursday,Jueves,Jeudi,14,257,2/6/1900,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060915,9/15/2006,6,Friday,Viernes,Vendredi,15,258,2/6/1900,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060916,9/16/2006,7,Saturday,Sábado,Samedi,16,259,2/6/1900,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060917,9/17/2006,1,Sunday,Domingo,Dimanche,17,260,2/7/1900,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060918,9/18/2006,2,Monday,Lunes,Lundi,18,261,2/7/1900,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060919,9/19/2006,3,Tuesday,Martes,Mardi,19,262,2/7/1900,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060920,9/20/2006,4,Wednesday,Miércoles,Mercredi,20,263,2/7/1900,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060921,9/21/2006,5,Thursday,Jueves,Jeudi,21,264,2/7/1900,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060922,9/22/2006,6,Friday,Viernes,Vendredi,22,265,2/7/1900,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060923,9/23/2006,7,Saturday,Sábado,Samedi,23,266,2/7/1900,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060924,9/24/2006,1,Sunday,Domingo,Dimanche,24,267,2/8/1900,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060925,9/25/2006,2,Monday,Lunes,Lundi,25,268,2/8/1900,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060926,9/26/2006,3,Tuesday,Martes,Mardi,26,269,2/8/1900,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060927,9/27/2006,4,Wednesday,Miércoles,Mercredi,27,270,2/8/1900,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060928,9/28/2006,5,Thursday,Jueves,Jeudi,28,271,2/8/1900,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060929,9/29/2006,6,Friday,Viernes,Vendredi,29,272,2/8/1900,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060930,9/30/2006,7,Saturday,Sábado,Samedi,30,273,2/8/1900,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20061001,10/1/2006,1,Sunday,Domingo,Dimanche,1,274,2/9/1900,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061002,10/2/2006,2,Monday,Lunes,Lundi,2,275,2/9/1900,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061003,10/3/2006,3,Tuesday,Martes,Mardi,3,276,2/9/1900,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061004,10/4/2006,4,Wednesday,Miércoles,Mercredi,4,277,2/9/1900,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061005,10/5/2006,5,Thursday,Jueves,Jeudi,5,278,2/9/1900,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061006,10/6/2006,6,Friday,Viernes,Vendredi,6,279,2/9/1900,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061007,10/7/2006,7,Saturday,Sábado,Samedi,7,280,2/9/1900,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061008,10/8/2006,1,Sunday,Domingo,Dimanche,8,281,2/10/1900,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061009,10/9/2006,2,Monday,Lunes,Lundi,9,282,2/10/1900,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061010,10/10/2006,3,Tuesday,Martes,Mardi,10,283,2/10/1900,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061011,10/11/2006,4,Wednesday,Miércoles,Mercredi,11,284,2/10/1900,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061012,10/12/2006,5,Thursday,Jueves,Jeudi,12,285,2/10/1900,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061013,10/13/2006,6,Friday,Viernes,Vendredi,13,286,2/10/1900,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061014,10/14/2006,7,Saturday,Sábado,Samedi,14,287,2/10/1900,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061015,10/15/2006,1,Sunday,Domingo,Dimanche,15,288,2/11/1900,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061016,10/16/2006,2,Monday,Lunes,Lundi,16,289,2/11/1900,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061017,10/17/2006,3,Tuesday,Martes,Mardi,17,290,2/11/1900,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061018,10/18/2006,4,Wednesday,Miércoles,Mercredi,18,291,2/11/1900,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061019,10/19/2006,5,Thursday,Jueves,Jeudi,19,292,2/11/1900,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061020,10/20/2006,6,Friday,Viernes,Vendredi,20,293,2/11/1900,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061021,10/21/2006,7,Saturday,Sábado,Samedi,21,294,2/11/1900,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061022,10/22/2006,1,Sunday,Domingo,Dimanche,22,295,2/12/1900,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061023,10/23/2006,2,Monday,Lunes,Lundi,23,296,2/12/1900,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061024,10/24/2006,3,Tuesday,Martes,Mardi,24,297,2/12/1900,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061025,10/25/2006,4,Wednesday,Miércoles,Mercredi,25,298,2/12/1900,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061026,10/26/2006,5,Thursday,Jueves,Jeudi,26,299,2/12/1900,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061027,10/27/2006,6,Friday,Viernes,Vendredi,27,300,2/12/1900,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061028,10/28/2006,7,Saturday,Sábado,Samedi,28,301,2/12/1900,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061029,10/29/2006,1,Sunday,Domingo,Dimanche,29,302,2/13/1900,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061030,10/30/2006,2,Monday,Lunes,Lundi,30,303,2/13/1900,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061031,10/31/2006,3,Tuesday,Martes,Mardi,31,304,2/13/1900,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061101,11/1/2006,4,Wednesday,Miércoles,Mercredi,1,305,2/13/1900,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061102,11/2/2006,5,Thursday,Jueves,Jeudi,2,306,2/13/1900,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061103,11/3/2006,6,Friday,Viernes,Vendredi,3,307,2/13/1900,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061104,11/4/2006,7,Saturday,Sábado,Samedi,4,308,2/13/1900,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061105,11/5/2006,1,Sunday,Domingo,Dimanche,5,309,2/14/1900,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061106,11/6/2006,2,Monday,Lunes,Lundi,6,310,2/14/1900,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061107,11/7/2006,3,Tuesday,Martes,Mardi,7,311,2/14/1900,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061108,11/8/2006,4,Wednesday,Miércoles,Mercredi,8,312,2/14/1900,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061109,11/9/2006,5,Thursday,Jueves,Jeudi,9,313,2/14/1900,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061110,11/10/2006,6,Friday,Viernes,Vendredi,10,314,2/14/1900,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061111,11/11/2006,7,Saturday,Sábado,Samedi,11,315,2/14/1900,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061112,11/12/2006,1,Sunday,Domingo,Dimanche,12,316,2/15/1900,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061113,11/13/2006,2,Monday,Lunes,Lundi,13,317,2/15/1900,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061114,11/14/2006,3,Tuesday,Martes,Mardi,14,318,2/15/1900,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061115,11/15/2006,4,Wednesday,Miércoles,Mercredi,15,319,2/15/1900,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061116,11/16/2006,5,Thursday,Jueves,Jeudi,16,320,2/15/1900,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061117,11/17/2006,6,Friday,Viernes,Vendredi,17,321,2/15/1900,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061118,11/18/2006,7,Saturday,Sábado,Samedi,18,322,2/15/1900,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061119,11/19/2006,1,Sunday,Domingo,Dimanche,19,323,2/16/1900,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061120,11/20/2006,2,Monday,Lunes,Lundi,20,324,2/16/1900,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061121,11/21/2006,3,Tuesday,Martes,Mardi,21,325,2/16/1900,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061122,11/22/2006,4,Wednesday,Miércoles,Mercredi,22,326,2/16/1900,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061123,11/23/2006,5,Thursday,Jueves,Jeudi,23,327,2/16/1900,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061124,11/24/2006,6,Friday,Viernes,Vendredi,24,328,2/16/1900,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061125,11/25/2006,7,Saturday,Sábado,Samedi,25,329,2/16/1900,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061126,11/26/2006,1,Sunday,Domingo,Dimanche,26,330,2/17/1900,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061127,11/27/2006,2,Monday,Lunes,Lundi,27,331,2/17/1900,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061128,11/28/2006,3,Tuesday,Martes,Mardi,28,332,2/17/1900,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061129,11/29/2006,4,Wednesday,Miércoles,Mercredi,29,333,2/17/1900,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061130,11/30/2006,5,Thursday,Jueves,Jeudi,30,334,2/17/1900,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061201,12/1/2006,6,Friday,Viernes,Vendredi,1,335,2/17/1900,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061202,12/2/2006,7,Saturday,Sábado,Samedi,2,336,2/17/1900,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061203,12/3/2006,1,Sunday,Domingo,Dimanche,3,337,2/18/1900,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061204,12/4/2006,2,Monday,Lunes,Lundi,4,338,2/18/1900,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061205,12/5/2006,3,Tuesday,Martes,Mardi,5,339,2/18/1900,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061206,12/6/2006,4,Wednesday,Miércoles,Mercredi,6,340,2/18/1900,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061207,12/7/2006,5,Thursday,Jueves,Jeudi,7,341,2/18/1900,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061208,12/8/2006,6,Friday,Viernes,Vendredi,8,342,2/18/1900,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061209,12/9/2006,7,Saturday,Sábado,Samedi,9,343,2/18/1900,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061210,12/10/2006,1,Sunday,Domingo,Dimanche,10,344,2/19/1900,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061211,12/11/2006,2,Monday,Lunes,Lundi,11,345,2/19/1900,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061212,12/12/2006,3,Tuesday,Martes,Mardi,12,346,2/19/1900,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061213,12/13/2006,4,Wednesday,Miércoles,Mercredi,13,347,2/19/1900,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061214,12/14/2006,5,Thursday,Jueves,Jeudi,14,348,2/19/1900,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061215,12/15/2006,6,Friday,Viernes,Vendredi,15,349,2/19/1900,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061216,12/16/2006,7,Saturday,Sábado,Samedi,16,350,2/19/1900,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061217,12/17/2006,1,Sunday,Domingo,Dimanche,17,351,2/20/1900,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061218,12/18/2006,2,Monday,Lunes,Lundi,18,352,2/20/1900,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061219,12/19/2006,3,Tuesday,Martes,Mardi,19,353,2/20/1900,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061220,12/20/2006,4,Wednesday,Miércoles,Mercredi,20,354,2/20/1900,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061221,12/21/2006,5,Thursday,Jueves,Jeudi,21,355,2/20/1900,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061222,12/22/2006,6,Friday,Viernes,Vendredi,22,356,2/20/1900,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061223,12/23/2006,7,Saturday,Sábado,Samedi,23,357,2/20/1900,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061224,12/24/2006,1,Sunday,Domingo,Dimanche,24,358,2/21/1900,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061225,12/25/2006,2,Monday,Lunes,Lundi,25,359,2/21/1900,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061226,12/26/2006,3,Tuesday,Martes,Mardi,26,360,2/21/1900,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061227,12/27/2006,4,Wednesday,Miércoles,Mercredi,27,361,2/21/1900,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061228,12/28/2006,5,Thursday,Jueves,Jeudi,28,362,2/21/1900,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061229,12/29/2006,6,Friday,Viernes,Vendredi,29,363,2/21/1900,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061230,12/30/2006,7,Saturday,Sábado,Samedi,30,364,2/21/1900,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061231,12/31/2006,1,Sunday,Domingo,Dimanche,31,365,2/22/1900,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20070101,1/1/2007,2,Monday,Lunes,Lundi,1,1,1/1/1900,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070102,1/2/2007,3,Tuesday,Martes,Mardi,2,2,1/1/1900,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070103,1/3/2007,4,Wednesday,Miércoles,Mercredi,3,3,1/1/1900,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070104,1/4/2007,5,Thursday,Jueves,Jeudi,4,4,1/1/1900,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070105,1/5/2007,6,Friday,Viernes,Vendredi,5,5,1/1/1900,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070106,1/6/2007,7,Saturday,Sábado,Samedi,6,6,1/1/1900,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070107,1/7/2007,1,Sunday,Domingo,Dimanche,7,7,1/2/1900,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070108,1/8/2007,2,Monday,Lunes,Lundi,8,8,1/2/1900,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070109,1/9/2007,3,Tuesday,Martes,Mardi,9,9,1/2/1900,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070110,1/10/2007,4,Wednesday,Miércoles,Mercredi,10,10,1/2/1900,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070111,1/11/2007,5,Thursday,Jueves,Jeudi,11,11,1/2/1900,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070112,1/12/2007,6,Friday,Viernes,Vendredi,12,12,1/2/1900,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070113,1/13/2007,7,Saturday,Sábado,Samedi,13,13,1/2/1900,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070114,1/14/2007,1,Sunday,Domingo,Dimanche,14,14,1/3/1900,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070115,1/15/2007,2,Monday,Lunes,Lundi,15,15,1/3/1900,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070116,1/16/2007,3,Tuesday,Martes,Mardi,16,16,1/3/1900,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070117,1/17/2007,4,Wednesday,Miércoles,Mercredi,17,17,1/3/1900,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070118,1/18/2007,5,Thursday,Jueves,Jeudi,18,18,1/3/1900,January,Enero,Janvier,1,1,2007,1,3,2007,2
